moves,largestTile,score
177,128,1460
98,64,672
142,128,1172
163,128,1292
100,64,596
161,128,1340
164,128,1428
110,64,636
88,64,584
174,128,1496
169,128,1420
162,128,1236
110,64,636
176,128,1372
105,64,696
174,128,1408
105,64,624
90,64,436
147,128,1312
166,128,1428
88,64,536
160,128,1244
137,128,1152
118,64,716
145,128,1228
68,64,436
161,128,1332
192,128,1604
133,128,1156
235,128,2068
93,64,596
164,128,1376
140,64,984
105,64,700
282,256,2544
113,64,844
100,64,568
96,64,640
105,64,696
243,256,2412
160,128,1324
97,64,600
145,64,1004
167,128,1416
130,128,1120
85,64,568
180,128,1424
196,256,2080
117,128,992
267,256,2568
81,64,504
90,64,596
80,32,444
157,128,1260
184,128,1412
167,128,1308
166,128,1456
146,128,1136
210,256,1996
121,64,884
146,64,920
82,64,480
181,128,1588
295,256,2888
156,128,1204
154,128,1280
149,128,1160
108,64,692
236,256,2256
177,128,1440
114,64,732
213,128,1612
121,64,696
60,64,388
161,128,1304
110,64,744
101,64,700
81,64,532
94,64,544
179,128,1408
116,128,936
187,128,1608
110,64,716
82,64,528
81,64,484
150,128,1208
121,128,992
91,64,588
89,64,620
184,128,1720
104,64,732
105,64,592
183,128,1756
91,64,504
189,128,1472
197,128,1472
197,128,1828
129,128,1128
109,64,700
114,64,832
61,32,276
164,128,1376
139,128,1284
105,64,664
97,64,672
77,64,508
106,64,740
163,128,1264
147,128,1168
65,32,320
142,128,1184
217,256,2272
149,128,1224
133,64,776
105,64,648
85,64,556
110,64,756
140,128,1064
101,64,592
106,64,660
101,64,708
138,128,1084
160,128,1448
105,64,624
136,128,1120
95,64,556
102,64,628
156,128,1332
203,128,1560
101,64,676
161,128,1324
145,128,1168
148,128,1276
110,64,824
208,256,2108
178,128,1424
279,128,2408
229,256,2240
78,64,484
175,128,1328
156,64,1076
184,128,1472
137,128,1068
92,64,684
76,64,488
178,128,1480
142,128,1048
141,128,1192
251,256,2356
123,64,892
121,128,1096
82,32,408
220,256,2192
97,64,640
224,128,1880
136,128,1156
71,32,372
185,128,1492
159,128,1316
104,64,704
73,64,416
79,32,412
224,256,2244
194,128,1660
58,32,292
99,64,632
100,64,592
166,128,1336
264,256,2516
174,128,1388
109,64,652
110,64,768
162,128,1288
203,128,1812
72,64,452
235,128,2044
87,64,564
147,128,1132
96,64,628
150,128,1324
104,64,620
85,64,540
133,128,1000
95,64,672
194,128,1488
160,64,1180
282,256,2988
124,128,972
105,64,632
164,128,1336
166,128,1320
262,256,2828
142,128,1204
128,128,1024
118,64,868
117,64,744
105,128,984
97,64,580
105,64,632
76,64,492
153,128,1200
193,128,1492
120,128,1044
131,128,1052
129,64,784
83,64,540
100,64,688
173,128,1328
192,128,1752
143,128,1044
117,64,740
154,128,1176
105,64,696
172,128,1384
168,128,1228
236,256,2288
104,64,628
238,256,2292
95,64,620
102,64,668
52,32,248
200,256,2004
183,128,1508
96,64,636
134,128,1028
107,64,636
102,64,620
132,64,812
133,128,1044
155,128,1176
100,64,692
180,128,1316
119,128,972
117,64,880
148,128,1124
174,128,1532
228,256,2396
163,128,1416
159,128,1280
108,64,644
123,128,1032
80,64,568
82,64,568
184,128,1372
195,128,1764
203,128,1544
114,128,908
106,64,848
165,128,1412
153,128,1280
176,128,1364
107,64,768
146,128,1148
157,128,1320
83,32,388
123,64,768
160,128,1236
73,32,396
172,128,1384
144,128,1160
109,64,632
186,128,1396
101,32,536
144,128,1164
152,128,1236
257,256,2460
88,64,572
107,64,768
128,64,924
186,128,1636
139,128,1044
182,128,1388
121,64,756
62,32,288
106,64,656
157,128,1256
331,256,3084
155,128,1252
92,64,612
125,64,768
300,256,2900
180,128,1480
85,64,552
64,32,336
113,64,808
100,64,688
131,128,1072
140,128,988
84,64,508
128,64,904
103,64,652
267,256,2348
117,64,716
237,256,2412
140,128,1280
158,128,1308
114,64,648
117,128,908
67,32,384
204,256,2236
84,32,452
142,128,1236
158,128,1348
167,128,1332
217,128,1728
101,64,648
138,128,1092
139,64,860
137,64,988
104,64,680
108,64,732
169,128,1328
170,128,1276
76,64,520
118,128,988
133,128,1084
82,32,428
135,128,1012
286,256,2872
148,128,1268
128,128,1036
120,64,880
106,64,636
107,64,660
139,128,1248
128,64,640
106,64,692
115,64,744
154,128,1208
93,64,608
137,64,900
157,128,1292
110,64,676
167,128,1424
133,64,820
120,64,764
137,128,1112
149,128,1236
225,128,1900
127,128,1080
122,64,772
111,128,952
168,128,1376
147,128,1296
95,64,640
107,64,684
80,64,496
86,64,564
77,32,392
126,64,956
172,128,1368
195,128,1656
155,128,1196
129,128,1040
129,128,1096
172,128,1404
99,64,744
167,128,1456
194,128,1592
173,128,1488
172,128,1364
93,64,628
165,128,1264
144,64,924
112,128,892
153,128,1304
105,64,608
229,256,2320
92,64,624
107,64,648
115,64,764
138,128,1176
98,64,672
190,128,1488
115,64,700
162,128,1292
177,128,1396
75,64,448
169,128,1416
131,64,872
186,128,1584
166,128,1404
148,128,1132
195,128,1648
167,128,1264
145,128,1060
106,64,700
175,128,1444
161,128,1340
127,64,756
212,128,1812
160,128,1308
198,256,2040
178,128,1420
146,128,1176
90,64,560
105,64,692
121,64,736
151,64,952
86,64,536
113,64,652
205,256,2172
197,128,1708
158,128,1084
85,64,480
95,64,612
193,128,1564
84,32,508
142,128,1108
101,64,672
130,64,756
225,128,1928
157,128,1208
132,64,960
102,64,608
177,128,1568
233,256,2456
108,128,900
180,128,1404
144,128,1180
86,64,572
290,256,2880
100,64,676
163,128,1348
203,128,1776
86,64,592
99,64,584
178,128,1396
164,128,1368
132,128,1016
122,64,868
144,128,1220
157,128,1300
196,128,1672
158,128,1324
141,128,1152
160,128,1216
168,128,1368
125,64,880
114,64,704
103,64,656
179,128,1476
212,128,1492
168,128,1356
242,256,2420
136,64,868
225,256,2224
158,128,1368
170,128,1356
68,32,292
191,128,1480
124,128,1056
126,128,996
186,128,1480
157,128,1252
86,32,468
258,256,2524
142,128,1224
134,128,1196
64,32,316
127,64,792
56,32,236
104,64,676
116,64,740
116,64,756
201,128,1768
113,64,752
146,64,1040
183,128,1552
258,256,2384
147,128,1216
93,64,584
94,64,552
106,64,672
136,128,1064
199,128,1512
146,128,1200
144,64,856
137,128,1156
71,32,404
131,128,1116
105,64,624
106,64,624
169,128,1388
151,128,1264
214,128,1836
139,128,1088
98,64,700
114,64,816
140,128,1204
118,64,712
68,32,380
207,256,2104
136,128,1032
261,256,2420
93,64,576
90,64,524
167,128,1252
185,128,1428
174,128,1432
151,128,1176
177,128,1504
152,128,1316
128,128,1044
100,64,664
84,32,404
101,64,652
125,128,1048
148,128,1188
138,128,1112
173,128,1264
109,64,680
106,64,664
117,64,788
97,64,592
205,128,1704
207,256,2128
209,256,2056
228,256,2440
87,64,508
73,64,432
161,128,1380
120,64,752
132,64,828
81,64,476
164,128,1416
123,64,876
95,64,572
75,32,396
182,128,1324
109,64,664
194,128,1616
152,128,1168
87,64,508
267,256,2428
93,64,616
197,128,1836
301,256,3048
166,128,1440
100,64,620
137,64,916
135,128,1120
97,64,616
90,32,492
155,128,1176
158,128,1408
87,32,476
86,32,432
133,64,936
109,128,904
107,64,784
101,64,676
96,64,564
106,64,672
148,128,1248
142,128,1188
77,64,480
107,64,648
170,128,1560
84,64,520
144,128,1060
108,128,944
127,128,1012
193,128,1408
221,128,1784
124,64,744
124,64,912
179,64,1008
72,64,456
154,128,1224
86,64,568
177,128,1460
176,128,1352
237,128,1992
112,64,724
155,128,1284
115,64,720
208,256,2048
158,128,1320
183,128,1492
175,128,1444
120,64,812
117,64,752
120,128,1000
210,256,2176
163,128,1344
93,64,588
145,64,1072
178,128,1508
78,64,440
124,64,836
110,64,772
147,128,1184
131,128,1056
192,128,1508
133,64,856
149,128,1292
123,64,736
230,256,2072
98,64,716
117,64,700
118,128,1048
82,64,480
178,128,1456
231,256,2340
163,128,1328
92,64,600
179,128,1480
177,128,1480
117,64,712
105,64,728
141,128,1180
107,64,692
140,128,1224
99,64,632
108,64,696
98,64,660
173,128,1412
124,128,1012
99,64,656
181,128,1384
171,128,1376
174,128,1456
184,128,1384
159,128,1312
174,128,1392
291,256,2720
156,128,1356
194,128,1476
208,128,1600
107,64,732
81,64,536
137,128,1100
92,64,592
156,128,1296
243,256,2316
75,32,360
187,128,1532
78,32,376
101,64,600
163,128,1300
103,64,672
107,64,776
251,256,2488
102,64,668
79,64,504
146,128,1020
137,128,1068
173,256,1880
106,64,668
208,128,1752
128,128,1044
115,64,876
108,64,708
192,128,1404
105,64,656
109,64,652
88,64,572
156,128,1324
93,64,580
149,128,1236
148,128,1292
131,64,904
236,256,2400
118,128,960
141,128,1292
83,64,588
172,128,1244
141,64,988
169,128,1412
165,128,1396
211,256,2148
127,64,744
117,64,768
244,256,2448
90,64,568
129,64,756
93,64,584
173,128,1548
103,64,664
187,128,1480
156,64,932
164,128,1328
92,64,628
231,256,2344
94,64,608
123,64,740
108,64,756
132,128,1016
180,128,1476
122,64,740
167,128,1400
144,128,1192
131,64,928
277,256,2784
92,32,472
156,128,1336
147,128,956
110,64,684
237,256,2420
96,64,628
156,128,1200
93,64,604
148,128,1140
184,128,1472
199,256,2120
99,64,648
127,128,1136
126,64,776
249,256,2480
150,128,1284
201,256,1980
188,128,1444
69,32,352
204,128,1524
154,128,1144
134,64,900
115,64,916
167,128,1332
107,64,640
146,128,1192
148,128,1052
142,128,1188
176,128,1396
275,256,2472
99,64,672
159,128,1272
101,64,576
167,128,1484
99,64,552
153,128,1256
141,128,1300
201,256,2140
162,128,1352
140,128,1088
180,128,1468
84,64,540
148,128,1308
178,128,1368
179,128,1512
147,128,1148
178,128,1336
182,128,1680
131,128,1020
79,32,416
126,64,852
148,128,1336
198,256,2028
194,128,1540
114,64,688
126,128,948
104,64,588
158,128,1192
125,64,820
122,64,892
161,128,1316
75,32,364
156,128,1188
147,128,1084
99,64,552
104,64,656
201,256,2172
84,64,508
136,128,1128
222,256,2216
72,32,292
176,128,1380
121,64,800
126,128,1008
122,128,948
138,128,1108
152,128,1144
173,128,1440
217,256,2180
172,128,1368
98,64,596
207,128,1852
110,64,656
146,64,1004
291,256,2696
69,32,276
179,128,1428
65,64,412
61,32,296
77,64,472
96,64,628
174,128,1368
217,256,2240
243,256,2384
179,128,1452
160,128,1300
117,64,732
119,64,952
89,64,628
118,64,876
154,128,1192
177,128,1432
155,128,1328
170,128,1336
166,128,1364
174,128,1364
137,128,1104
110,64,696
67,32,304
218,256,2144
219,128,1672
108,64,664
129,128,1100
246,256,2484
162,128,1332
146,128,1036
160,128,1244
89,64,548
110,64,728
73,32,420
162,128,1228
292,256,3128
171,128,1348
111,64,640
165,128,1332
131,64,960
195,128,1404
177,128,1408
106,64,644
178,128,1588
168,128,1340
266,256,2740
117,64,852
92,64,568
80,64,528
118,128,1000
150,128,1188
104,64,692
111,64,716
154,128,1296
130,128,1072
168,128,1184
110,64,788
129,128,1012
120,64,724
144,128,1164
174,128,1472
138,64,1036
87,64,564
195,128,1736
85,32,428
111,64,800
80,64,448
89,64,592
206,256,2056
132,64,876
126,128,1032
146,128,1288
69,32,404
87,64,588
123,128,980
101,64,660
141,128,1120
93,32,460
93,64,528
144,128,1124
117,64,728
124,128,1048
162,128,1352
99,64,644
184,128,1608
218,256,2220
104,64,636
149,128,1156
173,128,1380
75,64,452
234,256,2236
226,128,1812
187,128,1332
91,32,476
65,32,292
139,128,1084
259,256,2556
169,64,1096
118,64,860
268,256,2464
91,64,564
101,64,748
153,128,1148
121,64,872
161,128,1284
125,64,756
149,128,1176
85,64,548
168,128,1368
181,128,1500
180,128,1440
59,32,248
102,64,624
41,16,136
119,128,1004
132,64,920
122,64,880
105,64,696
177,128,1508
208,128,1472
127,64,844
146,128,1112
129,64,876
118,128,904
107,64,772
125,128,996
125,64,880
218,256,2268
102,64,612
163,128,1268
135,128,1096
158,128,1092
206,128,1752
163,128,1444
156,128,1332
159,128,1324
209,128,1644
145,128,1108
190,256,1952
116,64,684
125,128,1040
113,64,716
167,128,1336
86,64,528
69,32,368
124,64,920
145,64,1024
211,128,1592
172,128,1420
132,128,1096
120,128,976
153,128,1344
60,32,316
232,256,2140
98,64,656
199,128,1456
161,128,1292
100,64,716
135,128,1084
122,64,716
118,64,824
137,128,1100
241,256,2296
93,64,612
135,64,968
108,64,640
227,256,2068
91,64,624
173,128,1144
292,256,2816
154,128,1332
78,32,420
109,64,656
124,128,992
258,256,2376
76,32,388
133,128,1064
83,32,396
226,256,2376
77,64,468
277,256,2648
108,128,940
124,64,912
127,128,1016
160,128,1400
86,64,584
161,128,1400
155,128,1252
90,64,556
104,64,632
242,256,2408
115,64,652
84,32,368
165,128,1372
117,64,728
94,64,584
100,64,592
133,64,820
145,128,1216
104,64,656
193,128,1444
149,128,1272
96,64,600
198,128,1472
51,32,248
175,128,1380
118,128,932
165,128,1308
117,64,668
117,64,800
276,256,2884
63,32,336
113,64,848
77,64,540
95,64,576
84,32,404
177,128,1424
93,64,596
130,128,1076
154,128,1136
75,64,428
142,128,1260
92,64,536
231,256,2352
172,128,1404
153,128,1196
142,128,1204
241,256,2264
96,64,624
86,64,528
142,128,1192
241,256,2356
166,128,1328
148,128,1240
84,64,552
229,256,2368
158,64,1056
83,32,424
119,64,888
93,64,556
149,128,1040
62,32,296
214,256,2116
115,64,872
153,64,1168
208,128,1876
164,128,1348
169,128,1288
131,128,1036
139,64,848
97,64,648
110,64,668
242,256,2272
87,64,492
204,128,1632
171,128,1356
285,256,2796
158,128,1184
251,256,2380
158,128,1252
139,64,908
144,64,992
93,64,592
89,64,632
110,64,640
175,128,1412
137,128,1256
83,64,532
106,64,616
291,256,2928
161,128,1412
143,128,1228
69,32,360
91,64,576
99,64,644
114,64,692
163,128,1332
115,64,688
78,64,472
212,128,1756
119,64,784
101,64,736
124,64,748
191,128,1432
184,128,1640
193,128,1580
113,64,844
170,128,1444
105,64,688
167,128,1344
171,128,1436
178,128,1436
181,128,1424
183,128,1408
105,64,636
212,128,1632
239,256,2312
137,128,1124
100,64,700
81,32,424
104,64,688
133,64,940
89,64,564
173,128,1360
109,64,728
157,128,1392
120,128,980
114,64,712
138,128,1024
211,256,2128
174,128,1432
183,128,1440
159,128,1316
306,256,2968
178,128,1600
147,128,1088
176,128,1408
142,128,1236
110,64,668
123,64,916
146,64,964
87,32,496
186,128,1428
133,128,1092
167,128,1368
132,64,936
95,64,640
143,128,1152
182,128,1416
92,64,640
101,64,656
178,128,1380
124,128,980
178,128,1312
195,128,1352
81,64,568
184,128,1320
174,128,1412
76,64,496
67,64,460
291,256,2880
86,64,588
171,128,1360
96,64,668
92,64,548
139,128,1044
82,32,412
60,32,284
150,128,1364
66,32,280
129,64,876
92,64,620
111,64,720
204,128,1776
109,64,716
104,64,708
155,128,1368
262,256,2780
189,128,1504
164,128,1348
116,64,820
226,256,2128
182,128,1464
86,64,544
88,64,640
114,64,728
104,64,644
172,128,1392
104,64,700
147,128,1136
106,64,696
193,128,1488
123,64,868
165,64,1108
98,64,640
150,128,1272
155,128,1264
308,256,3052
127,64,728
116,64,748
95,64,624
77,32,384
191,128,1620
95,64,588
120,128,1036
119,64,728
167,128,1408
95,64,572
163,128,1380
95,64,612
157,128,1316
155,128,1272
134,128,1188
153,128,1288
104,64,616
139,128,1208
99,64,492
168,128,1408
100,64,620
199,128,1736
174,128,1380
154,128,1240
84,64,492
90,64,492
149,128,1304
82,64,548
79,32,416
151,128,1092
191,128,1424
115,64,728
232,256,2332
154,128,1284
106,64,608
118,64,904
104,64,672
170,128,1368
286,256,2984
108,64,580
123,128,1032
142,128,1292
93,64,604
148,128,1136
118,128,996
127,64,896
161,128,1336
79,32,332
112,64,640
153,128,1176
75,32,380
115,128,1056
131,128,1044
100,64,768
91,64,632
159,128,1340
207,128,1500
227,128,2084
173,128,1244
80,64,500
146,64,1024
189,128,1600
161,128,1104
150,128,1276
89,64,580
104,64,708
105,64,600
134,64,924
147,128,1084
143,128,1248
125,128,980
130,128,1100
133,128,1028
101,64,664
158,128,1308
199,128,1788
76,64,524
113,64,708
193,128,1672
171,128,1276
120,128,1020
111,64,724
111,64,720
85,64,568
151,128,1160
174,128,1528
107,64,628
121,64,852
114,64,740
134,128,1120
242,256,2416
122,128,1024
170,128,1336
161,128,1332
124,128,968
156,128,1356
111,64,800
243,256,2416
121,128,988
114,64,800
149,128,1368
159,128,1276
181,128,1556
66,32,320
110,64,768
144,128,1040
115,64,728
139,128,1168
114,64,748
157,128,1308
129,64,904
95,64,592
115,64,684
108,64,608
145,128,1092
172,128,1376
103,64,700
169,128,1336
103,64,684
82,64,476
185,128,1436
99,64,648
129,128,1000
266,256,2496
171,128,1424
134,64,820
211,256,2060
174,128,1492
107,64,688
92,64,584
119,64,852
113,64,720
149,128,1296
176,128,1460
90,64,500
125,64,888
133,64,896
135,128,1124
157,128,1280
174,128,1576
186,128,1432
180,128,1412
206,128,1656
78,64,500
171,128,1340
218,256,2184
173,128,1432
156,128,1168
110,64,824
113,128,932
188,256,2000
94,64,676
156,128,1300
159,128,1264
139,128,1204
115,64,812
146,128,1316
94,64,588
153,128,1348
110,64,740
93,64,640
116,64,772
40,16,176
85,32,436
92,64,640
130,128,1152
125,64,892
138,64,956
155,128,1316
87,32,436
101,64,620
209,128,1620
168,128,1336
129,128,1016
154,128,1184
144,128,1144
115,64,780
102,64,604
167,128,1372
143,128,1212
74,32,372
93,64,496
215,128,1680
79,64,496
107,64,640
162,128,1300
138,128,1232
193,128,1584
89,64,584
101,64,564
173,128,1376
126,64,736
134,128,1104
93,64,556
151,128,1156
178,128,1404
93,64,604
96,64,568
166,128,1372
128,128,940
143,128,1176
79,32,424
182,128,1656
128,64,900
159,128,1332
111,64,756
74,32,364
287,256,2940
171,128,1452
161,128,1348
175,128,1320
164,128,1304
145,128,1044
100,32,516
197,128,1776
104,64,696
165,128,1344
92,64,592
135,128,1080
127,64,908
83,64,516
141,128,1156
103,32,568
109,64,568
176,128,1336
64,32,292
238,256,2396
111,64,640
148,128,1152
207,256,2116
164,128,1324
60,32,332
178,128,1464
167,128,1264
190,128,1768
145,128,1096
96,64,572
139,64,960
111,64,636
82,32,388
102,64,628
140,64,980
150,64,1040
148,128,1276
123,128,992
162,128,1416
94,64,584
326,256,3140
131,64,900
179,128,1468
151,128,1092
146,64,904
220,256,2272
77,32,328
243,128,1856
81,64,496
147,64,948
144,128,1208
131,64,904
153,128,1380
229,128,1664
96,64,552
78,32,448
171,128,1320
169,128,1300
134,128,1048
106,128,868
94,64,552
111,64,776
128,128,1020
72,64,460
262,256,2532
161,128,1172
145,128,1140
105,64,616
222,256,2180
146,128,1092
96,64,620
153,64,932
260,256,2492
89,64,576
142,64,1000
215,128,1752
146,128,1152
185,128,1300
181,128,1440
201,128,1752
126,64,876
128,128,1008
163,128,1360
101,64,660
79,64,504
161,128,1304
147,128,1204
110,64,844
182,128,1412
164,128,1360
154,128,1232
